loss,accuracy,val_loss,val_accuracy,lr
3.5743558406829834,0.03177083283662796,3.430588483810425,0.07361111044883728,0.001
3.023832082748413,0.14965277910232544,2.2263410091400146,0.4486111104488373,0.001
2.278470039367676,0.3352430462837219,1.4821619987487793,0.6069444417953491,0.001
1.808189868927002,0.46041667461395264,1.195982813835144,0.6694444417953491,0.001
1.52968430519104,0.5427083373069763,1.0590579509735107,0.706944465637207,0.001
1.3737362623214722,0.5829861164093018,0.9288038611412048,0.7194444537162781,0.001
1.2219849824905396,0.6277777552604675,0.8668835163116455,0.7472222447395325,0.001
1.1523940563201904,0.6494791507720947,0.8072240352630615,0.762499988079071,0.001
1.0576471090316772,0.6725694537162781,0.7851814031600952,0.762499988079071,0.001
0.9988554120063782,0.6868055462837219,0.7609959840774536,0.7791666388511658,0.001
0.9393223524093628,0.7118055820465088,0.7246615290641785,0.7777777910232544,0.001
0.8838585019111633,0.7267361283302307,0.6950989961624146,0.8027777671813965,0.001
0.8377057313919067,0.7411458492279053,0.6647256016731262,0.8138889074325562,0.001
0.8130737543106079,0.7447916865348816,0.6417637467384338,0.8055555820465088,0.001
0.764512300491333,0.7640625238418579,0.6338791251182556,0.8374999761581421,0.001
0.7146181464195251,0.7758680582046509,0.5964862108230591,0.8388888835906982,0.001
0.6851345896720886,0.78125,0.5760355591773987,0.8388888835906982,0.001
0.6698758602142334,0.7916666865348816,0.5885230898857117,0.8305555582046509,0.001
0.6560742855072021,0.7942708134651184,0.5672506093978882,0.8402777910232544,0.001
0.6208288669586182,0.8059027791023254,0.5628425478935242,0.8430555462837219,0.001
0.5927068591117859,0.8109375238418579,0.5346646904945374,0.8486111164093018,0.001
0.5665915012359619,0.8248263597488403,0.5604588389396667,0.8416666388511658,0.001
0.5479512810707092,0.8329861164093018,0.531162679195404,0.8374999761581421,0.001
0.5279791355133057,0.8352430462837219,0.5268166661262512,0.8486111164093018,0.001
0.5293808579444885,0.8324652910232544,0.5280905961990356,0.8458333611488342,0.001
0.5024111270904541,0.8380208611488342,0.49994024634361267,0.8513888716697693,0.001
0.5094176530838013,0.8385416865348816,0.4919079542160034,0.8694444298744202,0.001
0.4525187909603119,0.8565972447395325,0.5481554269790649,0.8374999761581421,0.001
0.4515972137451172,0.859375,0.5041560530662537,0.8513888716697693,0.001
0.4456556439399719,0.8578125238418579,0.4850213825702667,0.8680555820465088,0.001
0.4499768912792206,0.8576388955116272,0.47342079877853394,0.862500011920929,0.001
0.4229751527309418,0.8692708611488342,0.4796552062034607,0.8583333492279053,0.001
0.4188541769981384,0.8697916865348816,0.4594822824001312,0.8666666746139526,0.001
0.3824125826358795,0.8746528029441833,0.46752238273620605,0.8666666746139526,0.001
0.382461279630661,0.8819444179534912,0.4541241526603699,0.875,0.001
0.36031070351600647,0.8857638835906982,0.46511387825012207,0.8638888597488403,0.001
0.3965493440628052,0.8741319179534912,0.4387013018131256,0.8694444298744202,0.001
0.38049939274787903,0.8828125,0.4503959119319916,0.8680555820465088,0.001
0.3817109763622284,0.8836805820465088,0.4199880063533783,0.875,0.001
0.35963794589042664,0.8831596970558167,0.452132910490036,0.8638888597488403,0.001
0.3338966369628906,0.8942708373069763,0.4717491865158081,0.8527777791023254,0.001
0.35333728790283203,0.8887152671813965,0.4546010196208954,0.8583333492279053,0.001
0.334816575050354,0.9003472328186035,0.44578179717063904,0.8722222447395325,0.001
0.31914377212524414,0.893750011920929,0.4632502794265747,0.8736110925674438,0.001
0.2980646789073944,0.9041666388511658,0.4284377694129944,0.8777777552604675,0.0005
0.2721526622772217,0.910937488079071,0.4376024007797241,0.8805555701255798,0.0005
0.2450403869152069,0.9232639074325562,0.4437224864959717,0.8847222328186035,0.0005
0.2539369463920593,0.9192708134651184,0.4153331220149994,0.8916666507720947,0.0005
0.2516346275806427,0.9177083373069763,0.40948453545570374,0.8833333253860474,0.0005
0.23810824751853943,0.9234374761581421,0.42939144372940063,0.8805555701255798,0.0005
0.2378629744052887,0.9239583611488342,0.4321175515651703,0.8819444179534912,0.0005
0.23122435808181763,0.9222221970558167,0.42085379362106323,0.887499988079071,0.0005
0.2504565119743347,0.9197916388511658,0.4180232584476471,0.887499988079071,0.0005
0.22381004691123962,0.9276041388511658,0.41583430767059326,0.8847222328186035,0.0005
0.21986790001392365,0.933506965637207,0.4007139503955841,0.8916666507720947,0.00025
0.2188936173915863,0.9340277910232544,0.3935742676258087,0.8902778029441833,0.00025
0.19757387042045593,0.9388889074325562,0.3995758891105652,0.8902778029441833,0.00025
0.19023503363132477,0.9364583492279053,0.39438706636428833,0.894444465637207,0.00025
0.18996629118919373,0.9362847208976746,0.40752261877059937,0.8888888955116272,0.00025
0.19526562094688416,0.9347222447395325,0.39049550890922546,0.8930555582046509,0.00025
0.19878429174423218,0.9409722089767456,0.3983710706233978,0.8861111402511597,0.00025
0.18090520799160004,0.9409722089767456,0.39487093687057495,0.8958333134651184,0.00025
0.19919708371162415,0.9352430701255798,0.3872777223587036,0.8958333134651184,0.00025
0.1803651601076126,0.9428819417953491,0.3938943147659302,0.8986111283302307,0.00025
0.1719529628753662,0.9439235925674438,0.3902380168437958,0.8972222208976746,0.00025
0.18128418922424316,0.9423611164093018,0.3974977135658264,0.9027777910232544,0.00025
0.17828047275543213,0.9420138597488403,0.3976306617259979,0.8902778029441833,0.00025
0.15618056058883667,0.9480902552604675,0.4020746946334839,0.8916666507720947,0.00025
0.19266222417354584,0.9402777552604675,0.39704614877700806,0.8958333134651184,0.000125
0.17643432319164276,0.9435763955116272,0.4067985415458679,0.8930555582046509,0.000125
0.16274476051330566,0.9467014074325562,0.39949288964271545,0.894444465637207,0.000125
0.16415145993232727,0.949999988079071,0.3817823529243469,0.9027777910232544,0.000125
0.16072261333465576,0.9475694298744202,0.3925701677799225,0.894444465637207,0.000125
0.16270500421524048,0.948437511920929,0.3915274739265442,0.8958333134651184,0.000125
0.17193825542926788,0.9446180462837219,0.3825755715370178,0.8999999761581421,0.000125
0.15799686312675476,0.9458333253860474,0.3882167935371399,0.9027777910232544,0.000125
0.16280734539031982,0.9480902552604675,0.38462087512016296,0.9013888835906982,0.000125
0.14656470715999603,0.9532986283302307,0.3838639557361603,0.9055555462837219,6.25e-05
0.1574079692363739,0.9534721970558167,0.3832723796367645,0.9013888835906982,6.25e-05
0.1481999009847641,0.9541666507720947,0.38762491941452026,0.9027777910232544,6.25e-05
0.1677899956703186,0.9458333253860474,0.38418981432914734,0.9013888835906982,6.25e-05
0.15017883479595184,0.9505208134651184,0.38598570227622986,0.9027777910232544,6.25e-05
0.15641739964485168,0.949131965637207,0.3835882544517517,0.9041666388511658,3.125e-05
0.1547047644853592,0.9494791626930237,0.3852156698703766,0.9013888835906982,3.125e-05
0.1425779163837433,0.9515625238418579,0.38603243231773376,0.9027777910232544,3.125e-05
0.1344117820262909,0.9567708373069763,0.386365681886673,0.9027777910232544,3.125e-05
0.15717659890651703,0.9467014074325562,0.3849450945854187,0.8986111283302307,3.125e-05
